herramienta,tipo,hallazgo,severidad,iso27001,cobit2019
Trivy,Vulnerability,CVE-2025-39862 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: wifi: mt76: mt7915: fix list corruption after hardware restart,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-39958 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: iommu/s390: Make attach succeed when the device was surprise removed,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-40025 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: f2fs: fix to do sanity check on node footer for non inode dnode,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-68174 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: Linux kernel AMD KFD: Race condition causes system crash,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-68735 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: Kernel: Privilege escalation via use-after-free in drm/panthor,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-23102 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: Linux kernel: Denial of Service due to incorrect SVE context restoration,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-23208 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: ALSA: usb-audio: Prevent excessive number of frames,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-23327 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: cxl/mbox: validate payload size before accessing contents in cxl_payload_from_user_allowed(),HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-31493 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: RDMA/efa: Fix use of completion ctx after free,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-31536 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: smb: server: let send_done handle a completion without IB_SEND_SIGNALED,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-31568 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: s390/mm: Add missing secure storage access fixups for donated memory,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-43198 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: tcp: fix potential race in tcp_v6_syn_recv_sock(),HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-43263 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: media: chips-media: wave5: Fix Null reference while testing fluster,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-46130 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: dm-verity-fec: fix reading parity bytes split across blocks (take 3),HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-46181 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: RDMA/mlx4: Fix mis-use of RCU in mlx4_srq_event(),HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-46279 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: mm/alloc_tag: clear codetag for pages allocated before page_ext initialization,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-52991 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: sched/psi: fix race between file release and pressure write,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-53000 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: netfilter: nat: use kfree_rcu to release ops,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-53010 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: ksmbd: fix use-after-free in smb2_open during durable reconnect,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-53089 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: bpf: Fix use-after-free in offloaded map/prog info fill,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-53091 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: net: pull headers in qdisc_pkt_len_segs_init(),HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-53109 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: powerpc/pgtable-frag: Fix bad page state in pte_frag_destroy,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-53118 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: vdpa: use generic driver_override infrastructure,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-53277 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: KVM: arm64: Take the SRCU lock for page table walks in fault injection and AT emulation,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-53330 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: drm/amd/display: Fix out-of-bounds read in dp_get_eq_aux_rd_interval(),HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-63879 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: drm/amdgpu: fix amdgpu_hmm_range_get_pages,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-64017 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: blk-mq: pop cached request if it is usable,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-64283 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: KVM: guest_memfd: Treat memslot binding offset+size as unsigned values,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-68159 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: Linux kernel: libceph stack out-of-bounds write via crafted OSDMap,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-68166 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: Linux kernel: Arbitrary code execution via userfaultfd shadow stack manipulation,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-68264 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: drm/xe/pt: Reset current_op in xe_pt_update_ops_init(),HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-68409 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: wifi: mac80211: defer link RX stats percpu free to RCU,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-68426 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: xfrm: fix stale skb->prev after async crypto steals a GSO segment,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-68470 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: wifi: mac80211: validate extension-frame layout before RX,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-68480 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: AMD-SN-7061: Safe RET Interrupt Vulnerability,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-72042 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: ipmi: Fix user refcount underflow in event delivery,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-72098 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: dm-verity: fix buffer overflow in FEC calculation,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-72463 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: xfrm: Fix dev use-after-free in xfrm async resumption,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-74268 | linux-libc-dev | wordpress:latest (debian 13.6) | In the Linux kernel, the following vulnerability has been resolved:  t ...",HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74269 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: bnxt: fix head underflow on XDP head-grow,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74446 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: drm/amdkfd: hold event_mutex while checkpointing CRIU events,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74476 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: veth: convert frag_list skbs before running XDP,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74480 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: net: bridge: stop fast-leave after deleting a port group,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74488 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: wifi: mwifiex: use the subframe length when parsing A-MSDU TDLS frames,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74502 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: ALSA: ump: fix double free of out_cvts on rawmidi error,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74503 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: ALSA: timer: Clear SNDRV_TIMER_IFLG_DEAD once the close completes,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74509 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: Bluetooth: hci_sync: Fix advertising data UAFs,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74516 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: KVM: SVM: Update x2APIC MSR intercepts if AVIC is inhibited while L2 is active,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74518 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: mm/hugetlb: fix list corruption in allocate_file_region_entries(),HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74520 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: iommu/iommufd: Fix IOPF group ownership UAF,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74556 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: scsi: libiscsi_tcp: Bound SCSI Response data segment to the connection buffer,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74569 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: netfilter: nf_conntrack_sip: widen NAT rewrite delta to s32 in sip_help_tcp(),HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74580 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: vhost: reset the vring metadata cache on vring reconfiguration,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74581 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: net: ipv6: use-after-free in fib6_rule_suppress due to stale res->rt6 pointer,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74582 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: packet: use consistent hard_header_len in non-ring send paths,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74583 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: net/sched: cls_route: fix fastmap use-after-free on filter,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74586 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: sctp: clear new_transport when removing a peer,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74588 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: sctp: keep chunk->transport in step with the list it is queued on,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74597 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: ip6_tunnel: clear skb2->cb[] in ip6ip6_err(),HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74611 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: tls: rx: restore msg_iter before TLS 1.3 optimistic retry,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74615 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: vxlan: do not arm the ageing timer on a device that is down,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74616 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: xdp: reject clones that overrun skb_shared_info tailroom,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74630 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: ipv6: prevent in6_dev_get() from resurrecting inet6_dev,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74631 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: net: smc: fix splice entry lifetime imbalance in smc_rx_splice,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74662 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: inet: frags: publish queues before arming timer,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74669 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: ipvs: clear IPv4 options after rebasing tunnel ICMP errors,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74743 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: macvlan: inherit needed_headroom and needed_tailroom from lowerdev,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74744 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: ipvlan: inherit needed_headroom and needed_tailroom from phy_dev,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74746 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: netfilter: flowtable: publish GC-visible tuple last,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-74752 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: sctp: validate cookie AUTH state before use,HIGH,A.5.17,DSS05.04
Trivy,Vulnerability,CVE-2026-74753 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: perf: Reject exited events as group leaders,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-80522 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: crypto: tegra - fix rctx->cryptlen calculation in tegra_gcm_do_one_req(),HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-80530 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: xfs: fix exchange-range reflink flag clearing issue with INO1_WRITTEN,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-80586 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: mptcp: options: reset DSS fields in case of unexpected size,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-80590 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: inet: frags: strip GSO state from fragments before reassembly,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-80714 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: ipvs: do not propagate one-packet flag to synced conns,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-80725 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: net: gro: properly validate BIG TCP aggregation criteria,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-80726 | linux-libc-dev | wordpress:latest (debian 13.6) | kernel: KVM: x86/mmu: WARN and clear role.invalid when creating a child shadow page,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-76642 | login | wordpress:latest (debian 13.6) | util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78408 | login | wordpress:latest (debian 13.6) | util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78409 | login | wordpress:latest (debian 13.6) | util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-78410 | login | wordpress:latest (debian 13.6) | util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-76642 | mount | wordpress:latest (debian 13.6) | util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78408 | mount | wordpress:latest (debian 13.6) | util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78409 | mount | wordpress:latest (debian 13.6) | util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-78410 | mount | wordpress:latest (debian 13.6) | util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-69720 | ncurses-base | wordpress:latest (debian 13.6) | ncurses: ncurses: Buffer overflow vulnerability may lead to arbitrary code execution.,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-69720 | ncurses-bin | wordpress:latest (debian 13.6) | ncurses: ncurses: Buffer overflow vulnerability may lead to arbitrary code execution.,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-14456 | openssl | wordpress:latest (debian 13.6) | openssl: OpenSSL: Denial of Service via unbounded memory growth in QUIC server,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-14456 | openssl-provider-legacy | wordpress:latest (debian 13.6) | openssl: OpenSSL: Denial of Service via unbounded memory growth in QUIC server,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-13221 | perl | wordpress:latest (debian 13.6) | perl: Perl: Incorrect regular expression processing via large regular expressions,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42496 | perl | wordpress:latest (debian 13.6) | perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-8376 | perl | wordpress:latest (debian 13.6) | perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42497 | perl | wordpress:latest (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-48962 | perl | wordpress:latest (debian 13.6) | perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57432 | perl | wordpress:latest (debian 13.6) | perl: Perl: Information disclosure via integer overflow in pack/unpack operations,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57433 | perl | wordpress:latest (debian 13.6) | Storable: Storable: Denial of Service via signed integer overflow in deserialization,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-9538 | perl | wordpress:latest (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-13221 | perl-base | wordpress:latest (debian 13.6) | perl: Perl: Incorrect regular expression processing via large regular expressions,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42496 | perl-base | wordpress:latest (debian 13.6) | perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-8376 | perl-base | wordpress:latest (debian 13.6) | perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42497 | perl-base | wordpress:latest (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-48962 | perl-base | wordpress:latest (debian 13.6) | perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57432 | perl-base | wordpress:latest (debian 13.6) | perl: Perl: Information disclosure via integer overflow in pack/unpack operations,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57433 | perl-base | wordpress:latest (debian 13.6) | Storable: Storable: Denial of Service via signed integer overflow in deserialization,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-9538 | perl-base | wordpress:latest (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-13221 | perl-modules-5.40 | wordpress:latest (debian 13.6) | perl: Perl: Incorrect regular expression processing via large regular expressions,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42496 | perl-modules-5.40 | wordpress:latest (debian 13.6) | perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-8376 | perl-modules-5.40 | wordpress:latest (debian 13.6) | perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42497 | perl-modules-5.40 | wordpress:latest (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-48962 | perl-modules-5.40 | wordpress:latest (debian 13.6) | perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57432 | perl-modules-5.40 | wordpress:latest (debian 13.6) | perl: Perl: Information disclosure via integer overflow in pack/unpack operations,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57433 | perl-modules-5.40 | wordpress:latest (debian 13.6) | Storable: Storable: Denial of Service via signed integer overflow in deserialization,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-9538 | perl-modules-5.40 | wordpress:latest (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-76642 | util-linux | wordpress:latest (debian 13.6) | util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78408 | util-linux | wordpress:latest (debian 13.6) | util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78409 | util-linux | wordpress:latest (debian 13.6) | util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-78410 | util-linux | wordpress:latest (debian 13.6) | util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",HIGH,A.8.8,DSS05.07
